timestamp_utc,phase,index,name,gpu_util_pct,memory_util_pct,memory_used_mib,memory_total_mib,power_draw_w,power_limit_w,temperature_c,sm_clock_mhz
2026-08-07T16:42:56.808Z,orchestration,0, Tesla V100-PCIE-32GB, 1, 0, 0, 32768, 39.36, 250.00, 31, 1260
2026-08-07T16:42:57.848Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.52, 250.00, 32, 1380
2026-08-07T16:42:58.889Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.59, 250.00, 32, 1380
2026-08-07T16:42:59.928Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.52, 250.00, 32, 1380
2026-08-07T16:43:00.972Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.62, 250.00, 32, 1380
2026-08-07T16:43:02.011Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.63, 250.00, 32, 1380
2026-08-07T16:43:03.052Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.63, 250.00, 32, 1380
2026-08-07T16:43:04.094Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.69, 250.00, 32, 1380
2026-08-07T16:43:05.137Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.63, 250.00, 32, 1380
2026-08-07T16:43:06.180Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.62, 250.00, 32, 1380
2026-08-07T16:43:07.222Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.72, 250.00, 32, 1380
2026-08-07T16:43:08.264Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.73, 250.00, 32, 1380
2026-08-07T16:43:09.306Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.69, 250.00, 32, 1380
2026-08-07T16:43:10.349Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.73, 250.00, 32, 1380
2026-08-07T16:43:11.388Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.64, 250.00, 32, 1380
2026-08-07T16:43:12.431Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.71, 250.00, 32, 1380
2026-08-07T16:43:13.475Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.81, 250.00, 32, 1380
2026-08-07T16:43:14.519Z,sibyl_graph_build,0, Tesla V100-PCIE-32GB, 0, 0, 0, 32768, 40.70, 250.00, 32, 1380
